,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
USA,0.218364667,0.196728397,0.175092128,0.163643643,0.152195158,0.140746673,0.129298188,0.117849703,0.161873094,0.205896485,0.249919875,0.293943266,0.337966657,0.365115902,0.392265146,0.419414391,0.446563635,0.47371288,0.473705066,0.473697251,0.473689437,0.473681622,0.473673808,0.449790744,0.425907679,0.402024615,0.37814155,0.354258486,0.322935684,0.291612882,0.260290081,0.228967279,0.197644477,0.175377556,0.153110635,0.130843714,0.108576793,0.086309872,0.099012042,0.111714212,0.124416381,0.137118551,0.149820721,0.153914775,0.158008829,0.162102882,0.166196936,0.17029099,0.166690652,0.163090314,0.159489975,0.155889637,0.152289299,0.164022573,0.175755847,0.187489122,0.199222396,0.21095567,0.193523004,0.176090338,0.158657673,0.141225007,0.123792341,0.108671415,0.093550489,0.078429562,0.063308636,0.04818771,0.043164612,0.038141513,0.033118415,0.028095316,0.023072218,0.020764996,0.018457774,0.016150553,0.013843331,0.011536109,0.009228887,0.006921665,0.004614444,0.002307222,0
ROW,0.218364667,0.196728397,0.175092128,0.163643643,0.152195158,0.140746673,0.129298188,0.117849703,0.161873094,0.205896485,0.249919875,0.293943266,0.337966657,0.365115902,0.392265146,0.419414391,0.446563635,0.47371288,0.473705066,0.473697251,0.473689437,0.473681622,0.473673808,0.449790744,0.425907679,0.402024615,0.37814155,0.354258486,0.322935684,0.291612882,0.260290081,0.228967279,0.197644477,0.175377556,0.153110635,0.130843714,0.108576793,0.086309872,0.099012042,0.111714212,0.124416381,0.137118551,0.149820721,0.153914775,0.158008829,0.162102882,0.166196936,0.17029099,0.166690652,0.163090314,0.159489975,0.155889637,0.152289299,0.164022573,0.175755847,0.187489122,0.199222396,0.21095567,0.193523004,0.176090338,0.158657673,0.141225007,0.123792341,0.108671415,0.093550489,0.078429562,0.063308636,0.04818771,0.043164612,0.038141513,0.033118415,0.028095316,0.023072218,0.020764996,0.018457774,0.016150553,0.013843331,0.011536109,0.009228887,0.006921665,0.004614444,0.002307222,0
